ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,4.603,4.603,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:38(run_single_pop_test)
1,0.000,0.000,4.603,4.603,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:29(_single_pop_experiment)
1,0.000,0.000,4.581,4.581,../simfection/connection_engine.py:175(create_connections)
1309/195,0.026,0.000,3.945,0.020,../simfection/connection_engine.py:114(_build_connection_list)
1309,0.015,0.000,1.537,0.001,../simfection/connection_engine.py:101(_available_to_connect)
5152/3864,0.011,0.000,0.891,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
1289,0.005,0.000,0.858,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:665(__setitem__)
1289,0.025,0.000,0.773,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:782(_setitem_with_indexer)
5144,0.013,0.000,0.770,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:2116(_getitem_axis)
10593,0.033,0.000,0.748,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
1309,0.002,0.000,0.674,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:3858(drop)
1309,0.003,0.000,0.672,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3907(drop)
1309,0.007,0.000,0.667,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
11725,0.058,0.000,0.644,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
1,0.007,0.007,0.632,0.632,../simfection/connection_engine.py:226(<listcomp>)
195,0.001,0.000,0.625,0.003,../simfection/connection_engine.py:84(_max_connections)
