ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,3.955,3.955,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:38(run_single_pop_test)
1,0.000,0.000,3.955,3.955,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:29(_single_pop_experiment)
1,0.000,0.000,3.932,3.932,../simfection/connection_engine.py:175(create_connections)
1116/160,0.022,0.000,3.385,0.021,../simfection/connection_engine.py:114(_build_connection_list)
1116,0.013,0.000,1.322,0.001,../simfection/connection_engine.py:101(_available_to_connect)
4380/3285,0.009,0.000,0.765,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
1096,0.005,0.000,0.735,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:665(__setitem__)
1096,0.021,0.000,0.661,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:782(_setitem_with_indexer)
4372,0.012,0.000,0.660,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:2116(_getitem_axis)
9025,0.028,0.000,0.643,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
1116,0.002,0.000,0.579,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:3858(drop)
1116,0.003,0.000,0.577,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3907(drop)
1116,0.006,0.000,0.573,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
9980,0.050,0.000,0.554,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
1,0.006,0.006,0.543,0.543,../simfection/connection_engine.py:226(<listcomp>)
160,0.001,0.000,0.537,0.003,../simfection/connection_engine.py:84(_max_connections)
1183,0.004,0.000,0.487,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2824(_getitem_bool_array)
