ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,2.721,2.721,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:38(run_single_pop_test)
1,0.000,0.000,2.721,2.721,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:29(_single_pop_experiment)
1,0.000,0.000,2.702,2.702,../simfection/connection_engine.py:175(create_connections)
773/105,0.016,0.000,2.368,0.023,../simfection/connection_engine.py:114(_build_connection_list)
773,0.009,0.000,0.926,0.001,../simfection/connection_engine.py:101(_available_to_connect)
3036/2277,0.006,0.000,0.533,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
760,0.003,0.000,0.514,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:665(__setitem__)
760,0.015,0.000,0.462,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:782(_setitem_with_indexer)
3028,0.008,0.000,0.458,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:2116(_getitem_axis)
6238,0.020,0.000,0.451,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
773,0.001,0.000,0.406,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:3858(drop)
773,0.002,0.000,0.405,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3907(drop)
773,0.005,0.000,0.402,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
6923,0.035,0.000,0.385,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
814,0.003,0.000,0.341,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2824(_getitem_bool_array)
1,0.003,0.003,0.330,0.330,../simfection/connection_engine.py:226(<listcomp>)
105,0.000,0.000,0.327,0.003,../simfection/connection_engine.py:84(_max_connections)
2271,0.002,0.000,0.316,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:627(_get_loc)
2271,0.009,0.000,0.314,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2722(_ixs)
1552,0.005,0.000,0.310,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/internals/managers.py:1224(reindex_indexer)
818,0.003,0.000,0.298,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3399(_take_with_is_copy)
105,0.289,0.003,0.289,0.003,{method 'normal' of 'numpy.random.mtrand.RandomState' objects}
