ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,2.998,2.998,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:38(run_single_pop_test)
1,0.000,0.000,2.998,2.998,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:29(_single_pop_experiment)
1,0.000,0.000,2.979,2.979,../simfection/connection_engine.py:175(create_connections)
834/135,0.017,0.000,2.550,0.019,../simfection/connection_engine.py:114(_build_connection_list)
834,0.010,0.000,0.999,0.001,../simfection/connection_engine.py:101(_available_to_connect)
3276/2457,0.007,0.000,0.574,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
820,0.004,0.000,0.553,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:665(__setitem__)
820,0.016,0.000,0.498,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:782(_setitem_with_indexer)
3268,0.009,0.000,0.495,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:2116(_getitem_axis)
6784,0.021,0.000,0.489,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
834,0.001,0.000,0.432,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:3858(drop)
834,0.002,0.000,0.430,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3907(drop)
834,0.005,0.000,0.427,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
1,0.005,0.005,0.425,0.425,../simfection/connection_engine.py:226(<listcomp>)
135,0.000,0.000,0.420,0.003,../simfection/connection_engine.py:84(_max_connections)
7485,0.038,0.000,0.415,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
896,0.003,0.000,0.371,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2824(_getitem_bool_array)
135,0.369,0.003,0.369,0.003,{method 'normal' of 'numpy.random.mtrand.RandomState' objects}
