ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,1.109,1.109,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:38(run_single_pop_test)
1,0.000,0.000,1.109,1.109,/home/aogle/Desktop/simfection/model_profiling/connection_engine_profiler.py:29(_single_pop_experiment)
1,0.000,0.000,1.090,1.090,../simfection/connection_engine.py:175(create_connections)
297/50,0.006,0.000,0.927,0.019,../simfection/connection_engine.py:114(_build_connection_list)
297,0.003,0.000,0.358,0.001,../simfection/connection_engine.py:101(_available_to_connect)
1192/894,0.003,0.000,0.212,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
299,0.001,0.000,0.205,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:665(__setitem__)
299,0.006,0.000,0.184,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:782(_setitem_with_indexer)
1184,0.003,0.000,0.181,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/indexing.py:2116(_getitem_axis)
2442,0.008,0.000,0.176,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
1,0.002,0.002,0.160,0.160,../simfection/connection_engine.py:226(<listcomp>)
50,0.000,0.000,0.158,0.003,../simfection/connection_engine.py:84(_max_connections)
297,0.000,0.000,0.156,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/frame.py:3858(drop)
297,0.001,0.000,0.155,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3907(drop)
297,0.002,0.000,0.154,0.001,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/generic.py:3943(_drop_axis)
2738,0.014,0.000,0.153,0.000,/home/aogle/.local/share/virtualenvs/simfection-EXkRslSq/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
